Date,Municipality,Region,City,Deaths,Seriously injured,Slightly injured,Speed,Escapists,Climate,Subtype,Subzone,Wind,Moment,Type
23/03/2010,SANT JOAN DE VILATOR,Bages,Barcelona,0,1,0,40,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
16/09/2010,MONTMANEU,Anoia,Barcelona,0,1,1,100,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
26/09/2010,GRANADA; LA,Alt Penedes,Barcelona,0,1,0,40,No,Good weather,Run over,Crossing,Light wind,Morning,Run over
10/11/2010,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
30/11/2010,LLEIDA,Segria,Lleida,0,1,1,NA,Unspecified,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
04/06/2010,GRANOLLERS,Valles Oriental,Barcelona,0,1,1,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
04/10/2010,CASTELLO D'EMPURIES,Alt Emporda,Girona,0,1,0,NA,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Morning,Collision against an object in the roadway
19/01/2010,REUS,Baix Camp,Tarragona,0,1,0,100,No,Good weather,Run over,Road,Light wind,Morning,Run over
15/07/2010,TARRAGONA,Tarragones,Tarragona,0,1,0,50,No,Good weather,Run over,Road,Light wind,Afternoon,Run over
29/03/2010,RUBI,Valles Occidental,Barcelona,0,1,2,100,No,Good weather,Onslaught (front-side),Road,Light wind,Night,Moving vehicles collision
01/11/2010,LLEIDA,Segria,Lleida,0,2,0,100,No,Good weather,Frontal collision,Urban zone,Light wind,Afternoon,Moving vehicles collision
10/08/2010,TORREGROSSA,Pla d'Urgell,Lleida,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Night,Moving vehicles collision
22/01/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
05/10/2010,SANT JOAN DE VILATOR,Bages,Barcelona,0,1,0,40,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
28/04/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
02/05/2010,SANT HILARI SACALM,Selva,Girona,1,2,0,60,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
31/01/2010,VALLBONA D'ANOIA,Anoia,Barcelona,0,4,2,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
21/12/2010,REUS,Baix Camp,Tarragona,0,1,0,100,No,Good weather,Road exit with crash/collision,Road,Moderate wind,Morning,Unspecified roadway exit
09/05/2010,CASTELLAR DEL VALLES,Valles Occidental,Barcelona,1,0,1,100,No,Good weather,Frontal collision,Road,Light wind,Night,Moving vehicles collision
03/09/2010,LLEIDA,Segria,Lleida,0,1,0,NA,Unspecified,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
26/03/2010,CORNELLA DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,80,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Morning,Collision against an object in the roadway
26/11/2010,CUBELLES,Garraf,Barcelona,0,1,0,50,No,Good weather,Run over,Road,Light wind,Afternoon,Run over
24/07/2010,RIPOLLET,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
13/03/2010,MATARO,Maresme,Barcelona,0,1,1,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
14/04/2010,CASTELLDEFELS,Baix Llobregat,Barcelona,0,1,0,80,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Afternoon,Collision against an object in the roadway
01/03/2010,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,0,2,2,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
28/04/2010,SANT ADRIA DE BESOS,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
06/02/2010,BOTARELL,Baix Camp,Tarragona,1,2,0,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
25/06/2010,BADALONA,Barcelones,Barcelona,1,0,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
27/10/2010,CABRA DEL CAMP,Alt Camp,Tarragona,0,1,2,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Moderate wind,Afternoon,Collision against an object in the roadway
30/07/2010,VILANOVA DE BELLPUIG,Pla d'Urgell,Lleida,0,2,1,90,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
13/08/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
12/09/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
06/02/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
22/01/2010,MARTORELL,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
14/01/2010,TERRASSA,Valles Occidental,Barcelona,0,1,1,100,No,Good weather,Run over,Road,Light wind,Night,Run over
19/11/2010,ROSES,Alt Emporda,Girona,0,1,0,100,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
15/01/2010,ESPLUGUES DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
25/07/2010,SORT,Pallars Sobira,Lleida,0,1,0,70,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
12/02/2010,MAIALS,Segria,Lleida,0,2,0,100,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
15/04/2010,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Fall on the road,Urban zone,Light wind,Night,Overturn in roadway
25/09/2010,MANRESA,Bages,Barcelona,0,1,0,NA,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Morning,Collision against an object in the roadway
19/05/2010,ULLASTRELL,Valles Occidental,Barcelona,0,1,1,100,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
03/06/2010,VALLS,Alt Camp,Tarragona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
03/01/2010,SANT MARTI DE CENTEL,Osona,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Road,Light wind,Night,Moving vehicles collision
27/07/2010,ULLDECONA,Montsia,Tarragona,1,0,0,100,No,Good weather,Other,Road,Light wind,Afternoon,Other
02/07/2010,BARCELONA,Barcelones,Barcelona,1,0,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
07/07/2010,TOSSA DE MAR,Selva,Girona,0,1,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Afternoon,Collision against an object in the roadway
23/07/2010,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
31/07/2010,CABRERA DE MAR,Maresme,Barcelona,0,1,0,50,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Night,Collision against an object in the roadway
11/06/2010,GIRONA,Girones,Girona,1,0,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
19/11/2010,ESPLUGA DE FRANCOLI; L',Conca de Barbera,Tarragona,0,2,1,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
07/10/2010,SANTA COLOMA DE GRAMANET,Barcelones,Barcelona,1,0,0,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
09/09/2010,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
13/09/2010,SANT ADRIA DE BESOS,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
26/02/2010,MATARO,Maresme,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
09/04/2010,TARREGA,Urgell,Lleida,1,1,1,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
26/06/2010,MANRESA,Bages,Barcelona,0,1,0,30,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
26/06/2010,TARRAGONA,Tarragones,Tarragona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
26/07/2010,PRAT DE LLOBREGAT; E,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
30/03/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
18/11/2010,MONTCADA I REIXAC,Valles Occidental,Barcelona,1,0,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
07/11/2010,VILASSAR DE MAR,Maresme,Barcelona,1,0,0,60,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
11/11/2010,BARCELONA,Barcelones,Barcelona,1,0,0,80,No,Good weather,On vacation,Urban zone,Light wind,Afternoon,Moving vehicles collision
31/12/2010,MASNOU; EL,Maresme,Barcelona,0,2,3,100,No,Good weather,Road exit with crash/collision,Road,Light wind,Morning,Unspecified roadway exit
09/11/2010,CASTELLDEFELS,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
16/12/2010,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
18/12/2010,VILADECANS,Baix Llobregat,Barcelona,0,1,0,60,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Morning,Collision against an object in the roadway
08/04/2010,BADALONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,On vacation,Urban zone,Light wind,Morning,Moving vehicles collision
22/05/2010,TARRAGONA,Tarragones,Tarragona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
13/10/2010,CARME,Anoia,Barcelona,1,0,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
31/12/2010,SURIA,Bages,Barcelona,0,1,2,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
02/06/2010,PONT DE BAR; EL,Alt Urgell,Lleida,0,1,0,100,No,Light rain,Other,Road,Light wind,Afternoon,Other
27/04/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
05/02/2010,MATARO,Maresme,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
09/11/2010,LLEIDA,Segria,Lleida,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
30/01/2010,BADALONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
15/08/2010,BARCELONA,Barcelones,Barcelona,1,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
16/04/2010,ORGANYA,Alt Urgell,Lleida,0,1,2,50,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
05/06/2010,TERRASSA,Valles Occidental,Barcelona,0,1,1,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
25/10/2010,ESPLUGUES DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,80,No,Good weather,Lateral collision/friction,Road,Moderate wind,Afternoon,Moving vehicles collision
28/08/2010,GIRONA,Girones,Girona,1,0,0,80,No,Good weather,Fall on the road,Road,Light wind,Night,Overturn in roadway
08/01/2010,CALDES DE MALAVELLA,Selva,Girona,1,1,0,60,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
28/06/2010,CERDANYOLA DEL VALLES,Valles Occidental,Barcelona,0,1,0,NA,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Morning,Collision against an object in the roadway
23/07/2010,MOLLET DEL VALLES,Valles Oriental,Barcelona,0,1,1,60,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
16/10/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
31/07/2010,CALDES DE MONTBUI,Valles Oriental,Barcelona,0,1,0,50,No,Good weather,Onslaught (front-side),Road,Light wind,Night,Moving vehicles collision
20/05/2010,TARRAGONA,Tarragones,Tarragona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
06/07/2010,GELIDA,Alt Penedes,Barcelona,0,1,1,100,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
27/11/2010,LLEIDA,Segria,Lleida,0,1,0,40,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Night,Collision against an object in the roadway
14/03/2010,VILANOVA I LA GELTRU,Garraf,Barcelona,0,2,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Night,Collision against an object in the roadway
30/04/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
11/02/2010,BARCELONA,Barcelones,Barcelona,0,1,0,30,Yes,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
15/11/2010,GRANOLLERS,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Run over,Road,Light wind,Morning,Run over
04/08/2010,PONT DE SUERT; EL,Alta Ribagorca,Lleida,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
12/10/2010,VACARISSES,Valles Occidental,Barcelona,1,2,3,80,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
06/06/2010,ROCA DEL VALLES; LA,Valles Oriental,Barcelona,1,5,2,100,No,Good weather,Frontal collision,Road,Light wind,Night,Moving vehicles collision
05/10/2010,GIRONA,Girones,Girona,0,1,0,100,No,Good weather,On vacation,Urban zone,Light wind,Afternoon,Moving vehicles collision
16/07/2010,SANTA COLOMA DE CERV,Baix Llobregat,Barcelona,0,1,0,80,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
09/04/2010,CASTELLDEFELS,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Other,Road,Light wind,Morning,Other
30/07/2010,BERGA,Bergueda,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
03/10/2010,AVIA,Bergueda,Barcelona,0,1,0,NA,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
28/07/2010,MASNOU; EL,Maresme,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
21/10/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,On vacation,Urban zone,Light wind,Afternoon,Moving vehicles collision
07/11/2010,BARBERA DEL VALLES,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Road,Light wind,Afternoon,Run over
08/01/2010,CARDEDEU,Valles Oriental,Barcelona,0,1,1,60,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
30/10/2010,SANT JOAN DE VILATOR,Bages,Barcelona,0,1,4,80,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
29/12/2010,BADALONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
19/08/2010,SITGES,Garraf,Barcelona,0,1,0,60,No,Heavy rain,Collision against an object/obstacle without prior exit from the road,Road,Moderate wind,Afternoon,Collision against an object in the roadway
25/12/2010,REGENCOS,Baix Emporda,Girona,1,0,0,100,No,Good weather,Run over,Road,Moderate wind,Afternoon,Run over
27/08/2010,CASTELLBISBAL,Valles Occidental,Barcelona,0,2,1,80,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
28/03/2010,ALEIXAR; L',Baix Camp,Tarragona,1,1,0,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
05/04/2010,BASSELLA,Alt Urgell,Lleida,0,2,0,NA,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
12/01/2010,BADALONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
18/02/2010,CONSTANTI,Tarragones,Tarragona,1,0,3,50,No,Good weather,Fall on the road,Road,Light wind,Night,Overturn in roadway
29/05/2010,MASNOU; EL,Maresme,Barcelona,0,1,0,NA,Yes,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
09/09/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,On vacation,Urban zone,Light wind,Night,Moving vehicles collision
27/10/2010,MATARO,Maresme,Barcelona,0,1,0,NA,Yes,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
02/04/2010,DOSRIUS,Maresme,Barcelona,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
24/08/2010,BANYOLES,Pla de l'Estany,Girona,1,2,1,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
08/02/2010,SANT SADURNI D'ANOIA,Alt Penedes,Barcelona,0,1,0,100,No,Good weather,Run over,Crossing,Light wind,Afternoon,Run over
28/02/2010,ORGANYA,Alt Urgell,Lleida,0,1,1,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
03/08/2010,GRANOLLERS,Valles Oriental,Barcelona,0,1,0,100,Yes,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
30/04/2010,BARCELONA,Barcelones,Barcelona,0,1,1,80,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
08/04/2010,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
10/06/2010,VALLGORGUINA,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
20/02/2010,TARRAGONA,Tarragones,Tarragona,0,2,1,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Night,Collision against an object in the roadway
02/05/2010,ARTES,Bages,Barcelona,0,1,1,50,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
02/06/2010,MASNOU; EL,Maresme,Barcelona,0,1,1,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
22/07/2010,TORROELLA DE MONTGRI,Baix Emporda,Girona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
